# time,fragdummy,T_RO_O4,NO2,T_O0_NO3,T_O2_NO3,T_O1_NO3,T_O3_NO3,Tuni_O1_O,Tuni_O3_O,Tuni_O2_O,Tuni_O4_O,T_O0_OOH,T_O2_OOH,T_O1_OOH,T_O3_OOH,T_O1_2OH,T_O0_2OH,T_O2_2OH,T_O0_O,T_O2_O,T_O1_O,T_O3_O,TO1_TO1,TO1_TO3,TO1_TO2,TO1_TO4,TO3_TO3,TO3_TO2,TO3_TO4,TO2_TO2,TO2_TO4,TO4_TO4,T_RO_O3,T_RO_O2,O3,TOY,T_RO_O1,OH,NO,T_RO2_O2,T_RO2_O4,T_RO2_O3,T_RO2_O5,HO2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.799999770624000000e+12,3.300000071680000000e+11,0.000000000000000000e+00,5.400000000000000000e+05,9.000000000000000000e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.100000000000000000e+07
2.777777777777777775e-04,3.969498107709212927e+05,1.177731287062925070e+00,5.103424329356092960e+06,1.641804542998993071e+06,4.864925694991163909e+05,1.017967825224588043e+06,2.560178640180930088e+05,4.471417813226444125e+08,1.326332814959584028e+08,2.774431746297739148e+08,6.983609112853747606e+07,5.833744771412780974e+05,1.724119145971494145e+05,3.610496137311339844e+05,9.060984473463062022e+04,5.121960720017254062e+03,1.034344288187767052e+04,2.856421994864303997e+03,2.004992825301320045e+04,6.829280790415985393e+03,1.379125683332733934e+04,3.808562565232397901e+03,2.359640226789842927e+04,7.684310272040628661e+03,1.572777120364599978e+04,4.194965906091129909e+03,2.735517330218292955e+03,5.451632956051124893e+03,1.556820865981278075e+03,1.096288193772660998e+04,3.060201175551992037e+03,9.042992929057541005e+02,1.784981601883669056e+00,3.182863201807685893e+00,4.798421985918463867e+12,3.273058050491428223e+11,3.849971418002803070e+00,4.620414528711627126e+08,8.914942928689028025e+08,6.786385503794584274e+08,3.146408712502263784e+08,5.610468945705324411e+08,2.076002351611908972e+08,3.965839349421993643e+07
5.555555555555555551e-04,2.485792534761299845e+06,2.857667244899741110e+00,1.729977285206450149e+07,4.298031250151756220e+06,2.165149041899544187e+06,3.472140926023682114e+06,1.597860396871695062e+06,1.182404732333848000e+09,5.977196079336587191e+08,9.569732511185227633e+08,4.417879633357911706e+08,1.489735972945766058e+06,7.439031084289555438e+05,1.197856975483627990e+06,5.468705180924758315e+05,3.661894771804212360e+04,5.591451776224171044e+04,2.824134418177492989e+04,8.547977667520374234e+04,4.882526241146765096e+04,7.455268849811963446e+04,3.765512464052478754e+04,7.771314339581313834e+04,4.206082174687000952e+04,6.581364678669460409e+04,3.174890561885774878e+04,2.497172605906771059e+04,3.745672396692675829e+04,1.955078466245737945e+04,5.740972539419218811e+04,2.879340579607800100e+04,1.553758485647453017e+04,3.246076081163200122e+00,4.142632123877260319e+00,4.796859140987477539e+12,3.241969107595529785e+11,4.243995439610248610e+00,4.791449053451948166e+08,8.711670455329884291e+08,7.629751920977128744e+08,5.835718348801738024e+08,7.447523789434947968e+08,5.137446919902334809e+08,3.657959267620210350e+07
8.333333333333333868e-04,5.789926374908881262e+06,3.617897666433881998e+00,3.197522723228586093e+07,6.998694398100393824e+06,4.452085346994323656e+06,6.148807879186452366e+06,3.717230001167187933e+06,1.949682194103950024e+09,1.247714145258980036e+09,1.717472611336606026e+09,1.044272810411342978e+09,2.353208515249082819e+06,1.474364012672591023e+06,2.053546081823104993e+06,1.223482073261077981e+06,9.041610191805730574e+04,1.187755339734222071e+05,7.814239436664816458e+04,1.700247495588636957e+05,1.205547995633989049e+05,1.583673746981334116e+05,1.041898565679478052e+05,1.365848123834530998e+05,9.193747329153814644e+04,1.241658879613929021e+05,7.798165438539150637e+04,6.732853411984413106e+04,8.690883748560953245e+04,5.885805114997996861e+04,1.152495554957067070e+05,7.463953864562603121e+04,5.203488921759941150e+04,3.775790788084413929e+00,4.149113088800683080e+00,4.795311697708208008e+12,3.211021915912733765e+11,4.152432504707424421e+00,4.796596549661635756e+08,8.467079551422653198e+08,7.677323172339540720e+08,6.980960598639944792e+08,7.671185925327010155e+08,6.689036363273606300e+08,3.310599920842967927e+07
1.111111111111110893e-03,9.537177623520689085e+06,3.817991412908992022e+00,4.712942271115860343e+07,9.613276919478142634e+06,6.918411001179868355e+06,8.766803942268803716e+06,6.121122497531050816e+06,2.714757523359374046e+09,1.969518137573954105e+09,2.483552466137205124e+09,1.747854619538602114e+09,3.129636483357509132e+06,2.206482687533626799e+06,2.830973339030684903e+06,1.936941419665164081e+06,1.541602898340385000e+05,1.864198540993162896e+05,1.402817449815883883e+05,2.600982295950078988e+05,2.055470480072353093e+05,2.485597992927058949e+05,1.870423219968717021e+05,1.951191340640883136e+05,1.471590203871199046e+05,1.827769540960140876e+05,1.318081436953594093e+05,1.194412289024258062e+05,1.422036329276975885e+05,1.096615595709557965e+05,1.739375110329047020e+05,1.285378035718078027e+05,1.015653717721299035e+05,3.870500789374978989e+00,4.005649654004331595e+00,4.793779517946724609e+12,3.180373668336293945e+11,3.995998354452515056e+00,4.795276906604120135e+08,8.214509629283829927e+08,7.619199097205586433e+08,7.379911109803193808e+08,7.637601185942459106e+08,7.279790768545773029e+08,2.977329558732255176e+07
1.388888888888888942e-03,1.335205107116971910e+07,3.790376169476804780e+00,6.205541903263293952e+07,1.212689648800425045e+07,9.386111393942561001e+06,1.128711419452024996e+07,8.570156251179615036e+06,3.473125745604294777e+09,2.714074095674564838e+09,3.243939858296699047e+09,2.486796988156928062e+09,3.821082367810092866e+06,2.885202278384211008e+06,3.524258406186566222e+06,2.610484805576833896e+06,2.211496004201993055e+05,2.548328781152793963e+05,2.067662862210099993e+05,3.510733567134469049e+05,2.948661265705198748e+05,3.397771623819156084e+05,2.756883747812188230e+05,2.526317994438931055e+05,2.036232245114308898e+05,2.404427348220123968e+05,1.878462023269489000e+05,1.748783158599798917e+05,1.988181916234545934e+05,1.646812429944250034e+05,2.317568151625568862e+05,1.847250955759854114e+05,1.561712339149664040e+05,3.802594763712772163e+00,3.846043407392174984e+00,4.792262442677761719e+12,3.150027530281303711e+11,3.835412069510124145e+00,4.793685335345405936e+08,7.965743026397197247e+08,7.547620121212689877e+08,7.483036311822595596e+08,7.568541169701609612e+08,7.458990158343400955e+08,2.673219120987841114e+07
1.666666666666666990e-03,1.709197663575813174e+07,3.682634042488679871e+00,7.652080248591303825e+07,1.454107554677671008e+07,1.179162897230089083e+07,1.370796219394995086e+07,1.097320034397141077e+07,4.224248658016171932e+09,3.462517769374736786e+09,3.997137588240245819e+09,3.234477835647898197e+09,4.435943417545541190e+06,3.497825498864008114e+06,4.140818130882156081e+06,3.222464282045497093e+06,2.885798849084323156e+05,3.226915974226946128e+05,2.741277919370451709e+05,4.413024074514816166e+05,3.847731703219647752e+05,4.302554525447498891e+05,3.655037135053445236e+05,3.090508026119330898e+05,2.598406124784726126e+05,2.970175855987641844e+05,2.440061322700475866e+05,2.308951218358438055e+05,2.551908685416395019e+05,2.206409315606770979e+05,2.884879440598617075e+05,2.410401550044027972e+05,2.120739221127225028e+05,3.680582436201324192e+00,3.690330696794958065e+00,4.790760313795872070e+12,3.119980632236173706e+11,3.680267111115465006e+00,4.792093843071324825e+08,7.724653304570872784e+08,7.474867514869017601e+08,7.475506700135684013e+08,7.495307312014688253e+08,7.479673084752244949e+08,2.400327623038341850e+07
1.944444444444443955e-03,2.070940835179252177e+07,3.550764049647785914e+00,9.046080496957542002e+07,1.685977558384415135e+07,1.411492192931892909e+07,1.603290464429227076e+07,1.329959965784938075e+07,4.968114922808383942e+09,4.207863386254004955e+09,4.743006326809629440e+09,3.980822385395545959e+09,4.982871117261148989e+06,4.045825762766664848e+06,4.689218575306052342e+06,3.771192904256366193e+06,3.553531099433365162e+05,3.895117868957822211e+05,3.409904691833566176e+05,5.301567933779306477e+05,4.738041348240625812e+05,5.193490362962036743e+05,4.546539476196896867e+05,3.643849390400602133e+05,3.152846542020157212e+05,3.525006843980288832e+05,2.995244254886332783e+05,2.864493322511757142e+05,3.107841672468545148e+05,2.762695591712790192e+05,3.441204062802303233e+05,2.967079045849377871e+05,2.677770739171120222e+05,3.544044424244098046e+00,3.541404884022160804e+00,4.789272974979349609e+12,3.090229848321024170e+11,3.532053546489652085e+00,4.790521877365242839e+08,7.492319932151188850e+08,7.402559819141708612e+08,7.427690119450995922e+08,7.422158568085254431e+08,7.441773056957068443e+08,2.156765729779851064e+07
2.222222222222221787e-03,2.419202683821295947e+07,3.414881953346111221e+00,1.038693074560517967e+08,1.908725031806235015e+07,1.635163699762668088e+07,1.826617728192523122e+07,1.554113865333890915e+07,5.704782351547701836e+09,4.947589099129947662e+09,5.481591064615695953e+09,4.722144225177704811e+09,5.469756473264031112e+06,4.534727041206938215e+06,5.177371520134706981e+06,4.261147345024947077e+06,4.210816898186224862e+05,4.551390338287468767e+05,4.068608584225929226e+05,6.174326318880076287e+05,5.614422391479278449e+05,6.068520300336630316e+05,5.424811310907929437e+05,4.186532557428859873e+05,3.697782112332814722e+05,4.069102480516200885e+05,3.541355468129662913e+05,3.411690716627386864e+05,3.654195569657504093e+05,3.311073531875613262e+05,3.986715845513733802e+05,3.514611644212381216e+05,3.227331779999742284e+05,3.406924150957240105e+00,3.399579957149911014e+00,4.787800271717533203e+12,3.060772062428201294e+11,3.390905704706220991e+00,4.788972214287708998e+08,7.268844892929940224e+08,7.330899320063793659e+08,7.365529905724999905e+08,7.349652443469245434e+08,7.382734037460658550e+08,1.939666393321188167e+07
2.500000000000000052e-03,2.753989919723353907e+07,3.281890783476280049e+00,1.167600273842545003e+08,2.122765613484780863e+07,1.850285875420153886e+07,2.041196654656124115e+07,1.769753488738135993e+07,6.434317180895326614e+09,5.680811458004574776e+09,6.212960630062133789e+09,5.457130430699905396e+09,5.903598657707609236e+06,4.970759997738299891e+06,5.612305114458043128e+06,4.698228856619696133e+06,4.856395728023378761e+05,5.195338086522304220e+05,4.715740386466928176e+05,7.030769350726900157e+05,6.475194143217983656e+05,6.927117276659590425e+05,6.287653692467007786e+05,4.718757811687755748e+05,4.232697324983931030e+05,4.602666286038617254e+05,4.077557435757091735e+05,3.949309497439159895e+05,4.190456096698049223e+05,3.849985573658312787e+05,4.521621569091589772e+05,4.052162162054012879e+05,3.767540194173817290e+05,3.273886757696574890e+00,3.264624478494956961e+00,4.786342051292195312e+12,3.031604191145313721e+11,3.256573033746497092e+00,4.787444871857677102e+08,7.053999562927526236e+08,7.259908464727208614e+08,7.298506048772439957e+08,7.277857625918914080e+08,7.316349469840061665e+08,1.746123031754180044e+07
