# time,fragdummy,T_RO_O4,NO2,T_O0_NO3,T_O2_NO3,T_O1_NO3,T_O3_NO3,Tuni_O1_O,Tuni_O3_O,Tuni_O2_O,Tuni_O4_O,T_O0_OOH,T_O2_OOH,T_O1_OOH,T_O3_OOH,T_O1_2OH,T_O0_2OH,T_O2_2OH,T_O0_O,T_O2_O,T_O1_O,T_O3_O,TO1_TO1,TO1_TO3,TO1_TO2,TO1_TO4,TO3_TO3,TO3_TO2,TO3_TO4,TO2_TO2,TO2_TO4,TO4_TO4,T_RO_O3,T_RO_O2,O3,TOY,T_RO_O1,OH,NO,T_RO2_O2,T_RO2_O4,T_RO2_O3,T_RO2_O5,HO2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000053248000000e+12,5.200000122880000000e+11,0.000000000000000000e+00,6.500000000000000000e+05,6.300000000000000000e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.060000000000000000e+08
2.777777777777777775e-04,3.611744893138809712e+05,1.018393925894959029e+00,3.777724135971758049e+06,1.132582195084440056e+06,3.354534442731133895e+05,8.330988482711869292e+05,2.173482071385715972e+05,4.407749150982264280e+08,1.306950208105438054e+08,3.244170048667135239e+08,8.471923328707650304e+07,1.485311686907642055e+06,4.387093990829485119e+05,1.090918180320902029e+06,2.839229240656335023e+05,5.313127204280622209e+03,1.250266983809695012e+04,3.606196034453062111e+03,2.087477383619702960e+04,7.084169429770249735e+03,1.667022603678640007e+04,4.808261259856290962e+03,2.293433660102762951e+04,7.466118336964330410e+03,1.790394891192268915e+04,4.988219031046559394e+03,2.656376376511444960e+03,6.114473692433763063e+03,1.835277445844657905e+03,1.436769806800777042e+04,4.154949753178405444e+03,1.284455463117328009e+03,1.319304793879584992e+00,2.586749265195277925e+00,2.998444402576370117e+12,5.171860062461652222e+11,2.848394783086508841e+00,2.983118416851441860e+08,6.237037931692614555e+08,6.695062817646423578e+08,3.100987282512441278e+08,6.080074588741713762e+08,2.393706006038846970e+08,1.023345975510756969e+08
5.555555555555555551e-04,2.050514952595324023e+06,2.228884055346727067e+00,1.244254332663046941e+07,2.968103393439630978e+06,1.493456307492716005e+06,2.602514709955800790e+06,1.230954267522898037e+06,1.167182332220907927e+09,5.893959176818697453e+08,1.024769608935966969e+09,4.863512555156912804e+08,3.794012394046537112e+06,1.891880949480721029e+06,3.315623980021195021e+06,1.554867930374139920e+06,3.682362033505493309e+04,6.008593714221037953e+04,3.132262381247946178e+04,8.652927957962294749e+04,4.909815922737393703e+04,8.011458086661341076e+04,4.176349737943161745e+04,7.575808899996736727e+04,4.096735703351334087e+04,6.887180503812723327e+04,3.436509301441229763e+04,2.428902485426028943e+04,3.853779635436095123e+04,2.092155170436621847e+04,6.357125821941586037e+04,3.261638315101635089e+04,1.815889117216887098e+04,2.395837931253676167e+00,3.111432392675420822e+00,2.996898684647823242e+12,5.140953299513317261e+11,3.139988931142907003e+00,2.998777954320824742e+08,6.092624279949587584e+08,7.549209611243044138e+08,5.760111912746953964e+08,7.480553561023036242e+08,5.358719218539525270e+08,9.427068300264690816e+07
8.333333333333333868e-04,4.572460702141311951e+06,2.721837745694485999e+00,2.269533097648720816e+07,4.840002833912529983e+06,3.074061016004045028e+06,4.469937287756180391e+06,2.746219137555636931e+06,1.927624175848809004e+09,1.231757014650341988e+09,1.783409835645623922e+09,1.102226981170221090e+09,5.999395631850780919e+06,3.752221711765022017e+06,5.515608568956589326e+06,3.337804678156600799e+06,8.993845080387014605e+04,1.227331715156630962e+05,8.226741352814649872e+04,1.702505732522333856e+05,1.199179314269661991e+05,1.636442246234026970e+05,1.096898819800177007e+05,1.335856811310205085e+05,8.982156952330288186e+04,1.265628238285973057e+05,8.120660649581601319e+04,6.565967345962906256e+04,8.728325419523805613e+04,6.061406188232638669e+04,1.211264866073360026e+05,7.935540616745436273e+04,5.624839582575217355e+04,2.784996897568989827e+00,3.076230347975716040e+00,2.995362995449003906e+12,5.110229198711917725e+11,3.072841226881712018e+00,2.997404068939942718e+08,5.921744487482844591e+08,7.621807439923629761e+08,6.907845218411891460e+08,7.630213729509906769e+08,6.751186779191242456e+08,8.532774370251195133e+07
1.111111111111110893e-03,7.369925545633752830e+06,2.834892392901084968e+00,3.325106683101667836e+07,6.658595478248954751e+06,4.783582850847988389e+06,6.292088288811562583e+06,4.433110718903186731e+06,2.688473090793340206e+09,1.947082741951699972e+09,2.545749680968371868e+09,1.808111227421241045e+09,7.989875339542542584e+06,5.622607996994138695e+06,7.509968450044472702e+06,5.183249038532013074e+06,1.528444520296262053e+05,1.897636760567690944e+05,1.443455533498291043e+05,2.594495247570642096e+05,2.037925976449243899e+05,2.530182284585832094e+05,1.924607330199581047e+05,1.914748794838036119e+05,1.442459542253584077e+05,1.845654360151489091e+05,1.349123499312816130e+05,1.168424963950787060e+05,1.418145918925061123e+05,1.111250973137593974e+05,1.792427416953064967e+05,1.331667738290879061e+05,1.060974945628418936e+05,2.853705705914625135e+00,2.964059162226610145e+00,2.993837261626579102e+12,5.079704340924232788e+11,2.957001326873823110e+00,2.995779030359948874e+08,5.745815558321715593e+08,7.590206014166454077e+08,7.325060315066967010e+08,7.608322455922638178e+08,7.276769102131466866e+08,7.677144340666875243e+07
1.388888888888888942e-03,1.019471477412356064e+07,2.801136871279144014e+00,4.366152287808606774e+07,8.413207638514786959e+06,6.499756867333853617e+06,8.051005686708568595e+06,6.143711003269763663e+06,3.445260323525626183e+09,2.687332269558098793e+09,3.304393913150044918e+09,2.545966783751482964e+09,9.769328074229165912e+06,7.362836995057225227e+06,9.293786818856215104e+06,6.917766449025489390e+06,2.192234544534491142e+05,2.577912956953854009e+05,2.105100931106675125e+05,3.499309894351040712e+05,2.922979320119679905e+05,3.437217190574260894e+05,2.806801171767906053e+05,2.487477431432889134e+05,2.002666497414422920e+05,2.419788340512638097e+05,1.907517227914808900e+05,1.716405845197261951e+05,1.979727544115154888e+05,1.657463605130783108e+05,2.367970189604918123e+05,1.891431700288515131e+05,1.605426371644476894e+05,2.803494105380765156e+00,2.845340942045706978e+00,2.992321409259096191e+12,5.049377814909212036e+11,2.838350718638408932e+00,2.994120384787232280e+08,5.572307959260866642e+08,7.544926414974130392e+08,7.452266600570189953e+08,7.563507825315932035e+08,7.445999668604652882e+08,6.895142391646121442e+07
1.666666666666666990e-03,1.295612755686474033e+07,2.717462763068991816e+00,5.377805869323486835e+07,1.010432277278346010e+07,8.178477612332147546e+06,9.746217579138413072e+06,7.823020274174241349e+06,4.197410743616625786e+09,3.433985687120470047e+09,4.058366255173832893e+09,3.292885617580949783e+09,1.135744861800006032e+07,8.939235864770548418e+06,1.088575554289736971e+07,8.494698726960550994e+06,2.864335930653383839e+05,3.256602692804170074e+05,2.777441184610223863e+05,4.402042841073906166e+05,3.819114479355781223e+05,4.342136815900760121e+05,3.703254820842308109e+05,3.053209510558093898e+05,2.564261606004906062e+05,2.986890810408709804e+05,2.469311410689443874e+05,2.273897360382257903e+05,2.542682987350678013e+05,2.215153472449792898e+05,2.936446370210602181e+05,2.454586691719683877e+05,2.163314833412322914e+05,2.714191245137913988e+00,2.730630024124319988e+00,2.990815365005937012e+12,5.019248241413654175e+11,2.724161581612848160e+00,2.992469086497861743e+08,5.403699030683364868e+08,7.498035143272218704e+08,7.470591226267803907e+08,7.515839002017631531e+08,7.479595466652854681e+08,6.191429009237700701e+07
1.944444444444443955e-03,1.562503114689579047e+07,2.619569319862729007e+00,6.355782125931923836e+07,1.173410123706235923e+07,9.805416738630732521e+06,1.137978036310401000e+07,9.452581448432074860e+06,4.944867739057849884e+09,4.180146529441277981e+09,4.807558632328913689e+09,4.040250224246673107e+09,1.277478922193285078e+07,1.035407867842251994e+07,1.230638814131640084e+07,9.911816002652613446e+06,3.534297094527133740e+05,3.929286377746941289e+05,3.448483069116065162e+05,5.296876825806837296e+05,4.712396009002560168e+05,5.239048373549417011e+05,4.597977311296089902e+05,3.611903293706785189e+05,3.121985641639187816e+05,3.546881751899120281e+05,3.027935023124730214e+05,2.830653802694124752e+05,3.101701914182188921e+05,2.772808026076548849e+05,3.497737482266938896e+05,3.014507280787230120e+05,2.721868966356929159e+05,2.614615830708762800e+00,2.621335409995209975e+00,2.989319056173809082e+12,4.989314133014287109e+11,2.615401519975748990e+00,2.990837255819419026e+08,5.240702989534509778e+08,7.451131178864228725e+08,7.448892296554151773e+08,7.468036495600491762e+08,7.463004378025535345e+08,5.561436418663822114e+07
2.222222222222221787e-03,1.819467870869034156e+07,2.520137100412473075e+00,7.299511759950819612e+07,1.330493792737884074e+07,1.137702205145055056e+07,1.295410060597589985e+07,1.102734993963132054e+07,5.687643695796925545e+09,4.923288441007143021e+09,5.551981608386515617e+09,4.784888187716482162e+09,1.404026570696786977e+07,1.162016371208217926e+07,1.357467181206586026e+07,1.118044790525126085e+07,4.198315976655844715e+05,4.594450252839853056e+05,4.113838676870308118e+05,6.181799726999279810e+05,5.597754496519394452e+05,6.125933518313938985e+05,5.485118099602699513e+05,4.163621223102150834e+05,3.673975009427259793e+05,4.099823081032406189e+05,3.581035575121389120e+05,3.382914824448961881e+05,3.654915277377953171e+05,3.326180789614315145e+05,4.051904924425007775e+05,3.568834291349939886e+05,3.276355711102689966e+05,2.514892282698694803e+00,2.517566109268310814e+00,2.987832410730393066e+12,4.959573982899738159e+11,2.512122715865081179e+00,2.989227651027020216e+08,5.083414718760545850e+08,7.404424628301355839e+08,7.412587682826440334e+08,7.420468907064107656e+08,7.428046616494071484e+08,4.998272294994679838e+07
2.500000000000000052e-03,2.066606532543471828e+07,2.423428814246793905e+00,8.209697491231560707e+07,1.481920299521775916e+07,1.289351359919827990e+07,1.447157419432581030e+07,1.254702446020168066e+07,6.425760401144147873e+09,5.662491622549698830e+09,6.291662105187821388e+09,5.525642894337776184e+09,1.517080197923713923e+07,1.275235768664119020e+07,1.470760421099779010e+07,1.231501821971558966e+07,4.855050638518304913e+05,5.251609157264545793e+05,4.771951767634500284e+05,7.056159109259013785e+05,6.473400690589098958e+05,7.002145369119236711e+05,6.362602198829072295e+05,4.708439283463165048e+05,4.219594834987120121e+05,4.645795432948144153e+05,4.127800609529023059e+05,3.929337613920412259e+05,4.201691090396394138e+05,3.873750473414373118e+05,4.599034013872573269e+05,4.116757739516826114e+05,3.825074696467954200e+05,2.418360392589172125e+00,2.419083163089958965e+00,2.986355357301886230e+12,4.930026293177434082e+11,2.414082608932131002e+00,2.987640091253396869e+08,4.931717098387402892e+08,7.357948542712262869e+08,7.370986850201112032e+08,7.373189869306551218e+08,7.386435014181854725e+08,4.494913075108441710e+07
