# time,fragdummy,T_RO_O4,NO2,T_O0_NO3,T_O2_NO3,T_O1_NO3,T_O3_NO3,Tuni_O1_O,Tuni_O3_O,Tuni_O2_O,Tuni_O4_O,T_O0_OOH,T_O2_OOH,T_O1_OOH,T_O3_OOH,T_O1_2OH,T_O0_2OH,T_O2_2OH,T_O0_O,T_O2_O,T_O1_O,T_O3_O,TO1_TO1,TO1_TO3,TO1_TO2,TO1_TO4,TO3_TO3,TO3_TO2,TO3_TO4,TO2_TO2,TO2_TO4,TO4_TO4,T_RO_O3,T_RO_O2,O3,TOY,T_RO_O1,OH,NO,T_RO2_O2,T_RO2_O4,T_RO2_O3,T_RO2_O5,HO2
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.599999541248000000e+12,7.099999846400000000e+11,0.000000000000000000e+00,6.600000000000000000e+05,4.000000000000000000e+08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+07
2.777777777777777775e-04,1.166918712789854035e+06,3.169959908271822169e+00,1.064734991325687990e+07,3.080206709290186875e+06,9.096500201955237426e+05,2.453763025984968990e+06,6.546133437473820522e+05,1.918551475087393045e+09,5.694402897146302462e+08,1.531715610665422916e+09,4.104964310777546763e+08,4.616093686365902424e+06,1.346056432571989018e+06,3.656951826295705047e+06,9.644183565094831865e+05,1.039844019741365046e+05,2.620451222317338106e+05,7.784424313924160379e+04,4.094818056033701869e+05,1.386458658555414004e+05,3.493934876316973241e+05,1.037923216079452977e+05,4.340882460895263939e+05,1.414211017137654126e+05,3.641690140079822741e+05,1.045981105287037062e+05,5.038652870867004822e+04,1.232815847131475020e+05,3.832405648801253119e+04,3.112032429442033172e+05,9.220364254844392417e+04,2.940513583167600882e+04,3.819381926487004808e+00,7.727412452814273358e+00,9.593243082730375000e+12,6.974440747303162842e+11,8.223315423860476869e+00,9.588430723147574663e+08,3.822544169875252843e+08,2.904331099670564175e+09,1.348940037576370955e+09,2.729187251426002026e+09,1.119575670837491035e+09,6.824053294938835502e+07
5.555555555555555551e-04,6.102961142071058974e+06,6.211692398864212983e+00,3.295459403493880108e+07,7.753635354267794639e+06,3.862196482958368957e+06,7.016503780533482321e+06,3.337393193242109846e+06,5.052011515101090431e+09,2.557124202316120148e+09,4.592270806488659859e+09,2.218406116721807003e+09,1.045798308562809974e+07,4.999287585490426049e+06,9.354317565939901397e+06,4.275317196141186170e+06,7.002253753293266054e+05,1.169904329231128097e+06,6.218421758943086024e+05,1.647090814488322008e+06,9.336338105853891466e+05,1.559872400234987959e+06,8.291228806009221589e+05,1.416814571531746071e+06,7.672601015916760080e+05,1.324457605232022936e+06,6.743864685533363372e+05,4.563261199388523237e+05,7.360512969170039287e+05,4.095738580230621737e+05,1.249776432888499927e+06,6.503672104156787973e+05,3.692992761130657746e+05,6.537558134944100985e+00,8.459429252567238322e+00,9.586618389297878906e+12,6.841928363015635986e+11,8.509908914699739313e+00,9.590474403306989670e+08,3.450756771540595293e+08,3.237642707720900059e+09,2.487251455832618237e+09,3.218437480477087021e+09,2.363274111005461216e+09,4.768121605155952275e+07
8.333333333333333868e-04,1.276830453117191978e+07,6.846673851204833738e+00,5.674420275394540280e+07,1.207085683882981911e+07,7.533579168266334571e+06,1.132601498589706048e+07,6.899016570132067427e+06,8.292834670210397720e+09,5.317932687881114960e+09,7.827500381600991249e+09,4.897581347707560539e+09,1.453166541687697917e+07,8.448476363669678569e+06,1.342010850017021969e+07,7.618549643658881076e+06,1.680419122587089892e+06,2.317164938143934123e+06,1.573280714638530044e+06,3.179349617718880065e+06,2.240558774471241981e+06,3.089553174128695857e+06,2.097707567420909181e+06,2.467110888305210043e+06,1.661942829944238067e+06,2.372939467134268954e+06,1.542605431290416047e+06,1.220322662596080918e+06,1.629265369728120975e+06,1.151323746345767053e+06,2.296450214053671807e+06,1.517175404118984938e+06,1.089516185788112925e+06,6.960927507603961395e+00,7.606007801315713301e+00,9.580123971756882812e+12,6.712016195341195068e+11,7.602858881388180556e+00,9.583248543394387960e+08,3.054263296829295158e+08,3.227501141787387848e+09,2.954993567299935818e+09,3.228837838155426025e+09,2.906491531895927906e+09,3.109022210380129144e+07
1.111111111111110893e-03,1.947136638406769931e+07,6.473244703996022587e+00,7.870477434897086024e+07,1.583271051643509977e+07,1.110797090325281955e+07,1.509116190942922048e+07,1.043800493376065977e+07,1.149378913720313072e+10,8.361400849376446724e+09,1.103127706784859085e+10,7.911253674388165474e+09,1.712675623162110150e+07,1.091016443625101075e+07,1.601743024182805978e+07,1.005515174906259030e+07,2.815357558343952987e+06,3.511775387360755820e+06,2.697125938351362012e+06,4.770758949548361823e+06,3.753809984565059189e+06,4.682367066859832034e+06,3.596167828490022104e+06,3.491747763906056061e+06,2.636079622296669986e+06,3.398478882731406018e+06,2.507190153923836071e+06,2.146755611452368088e+06,2.604263332875371911e+06,2.068725317350029945e+06,3.322892997645387892e+06,2.482613389382748865e+06,1.997983533240977908e+06,6.506911436827573780e+00,6.667249982495103922e+00,9.573757099691910156e+12,6.584660459272213135e+11,6.660042142969096801e+00,9.576165666225605011e+08,2.688253773881515861e+08,3.172377703146359921e+09,3.099437077270137787e+09,3.175811013421476841e+09,3.083400622589512825e+09,1.987833013029618934e+07
1.388888888888888942e-03,2.562988394844703004e+07,5.832765717541747108e+00,9.809847073847521842e+07,1.908166009383779019e+07,1.432652241664822958e+07,1.834357457068876922e+07,1.364722178694082052e+07,1.463610518577860069e+10,1.147507626592909050e+10,1.417693990227375031e+10,1.101602121323048019e+10,1.875321378848687932e+07,1.252043923371041939e+07,1.764562475476552173e+07,1.166060050455863029e+07,3.985013095505720004e+06,4.693453061666755006e+06,3.863434260490056127e+06,6.344652810461137444e+06,5.313350662049138919e+06,6.257937260138122365e+06,5.151245552720841952e+06,4.479193088480387814e+06,3.614488953719128855e+06,4.386976030743063428e+06,3.482794569534323178e+06,3.116254695575625170e+06,3.583714716850315221e+06,3.035451980899232905e+06,4.312443090022091754e+06,3.459256846678993199e+06,2.961946826515020803e+06,5.839867396854099724e+00,5.839077621866014312e+00,9.567515104818089844e+12,6.459806620686384277e+11,5.833141718204667647e+00,9.569413863390605450e+08,2.365025503934094906e+08,3.112139214852495193e+09,3.115720906988228798e+09,3.115306138072285175e+09,3.111930851493961811e+09,1.268902385302848928e+07
1.666666666666666990e-03,3.113087303053015098e+07,5.179632331734762118e+00,1.149859242139828056e+08,2.188684195243002847e+07,1.714975801753168181e+07,2.115143005080451816e+07,1.646925088475148007e+07,1.771817440521837997e+10,1.457726577435310936e+10,1.726194239689828873e+10,1.411692640681657982e+10,1.977354389465739951e+07,1.354710498940565065e+07,1.866693076814654097e+07,1.268679387237622030e+07,5.139415548558155075e+06,5.841469083928383887e+06,5.017357447562336922e+06,7.873885214980063029e+06,6.852553894559191540e+06,7.788625251805246808e+06,6.689809763939894736e+06,5.429138111170046963e+06,4.570621848146770149e+06,5.337825340064548887e+06,4.438529653603534214e+06,4.078621964623997919e+06,4.540757696888628416e+06,3.997419748539626133e+06,5.264197548165058717e+06,4.415901624400535598e+06,3.923515390188538004e+06,5.178851312421532072e+00,5.129511540322473806e+00,9.561395381925505859e+12,6.337401158987310791e+11,5.124969371966472842e+00,9.562959455370464325e+08,2.083567948804998100e+08,3.052138249614993095e+09,3.084227181351740837e+09,3.054843304805684090e+09,3.084692300080898762e+09,8.139584675237002783e+06
1.944444444444443955e-03,3.601154879967754334e+07,4.592569830671355824e+00,1.296378111715226024e+08,2.431280228094080091e+07,1.960625797154927999e+07,2.357940038620356843e+07,1.892674466259497032e+07,2.074070932541918945e+10,1.763795766408744812e+10,2.028697810234498978e+10,1.717886889723538017e+10,2.041748851597800106e+07,1.419910014227950014e+07,1.931141074130965024e+07,1.333904635653850995e+07,6.260919691921642050e+06,6.949912140890199691e+06,6.139319370093181729e+06,9.350587287486027926e+06,8.347892715240032412e+06,9.266549291049694642e+06,8.185758956828719936e+06,6.342738813253689557e+06,5.495750886515310034e+06,6.252182104455538094e+06,5.364036113268493675e+06,5.015425724059840664e+06,5.466652308417634107e+06,4.934605797803257592e+06,6.179311001518759876e+06,5.342173966149703600e+06,4.861083897525965236e+06,4.589900506468161723e+00,4.529103333350658289e+00,9.555395386937798828e+12,6.217392163578698730e+11,4.525610120343496412e+00,9.556744547964508533e+08,1.839369835271889865e+08,2.993106579662287235e+09,3.035626366594248772e+09,2.995416888666573048e+09,3.037391779347655773e+09,5.258837739402006380e+06
2.222222222222221787e-03,4.034471503780469298e+07,4.081711955031996908e+00,1.423520436391417086e+08,2.641529049581504986e+07,2.174039796759309992e+07,2.568341265101657063e+07,2.106225895476903021e+07,2.370475012523218155e+10,2.064666290662263107e+10,2.325316474217486954e+10,2.018951410956937027e+10,2.082696772013561055e+07,1.461472951043852046e+07,1.972118768382621929e+07,1.375494252353396080e+07,7.343905018379151821e+06,8.017594521513734013e+06,7.223002892412813380e+06,1.077313376487080939e+07,9.791873114655068144e+06,1.069012576319283992e+07,9.630670284036800265e+06,7.221320503000734374e+06,6.387569696847346611e+06,7.131399980449737981e+06,6.256429837263398804e+06,5.920681240516871214e+06,6.359116880594127811e+06,5.840444898841440678e+06,7.059165525035217404e+06,6.235213867723803967e+06,5.767506959909824654e+06,4.078944316043551233e+00,4.018505663852068643e+00,9.549512634984511719e+12,6.099729269864678955e+11,4.015779222871142196e+00,9.550724101632456779e+08,1.627465962916648984e+08,2.935155685660812855e+09,2.981323410962766171e+09,2.937148456521494865e+09,2.983346293909995079e+09,3.424635863111342769e+06
2.500000000000000052e-03,4.420406576675163954e+07,3.640459179409693213e+00,1.534017389365994930e+08,2.824159501558456942e+07,2.359611338201807067e+07,2.751088723139236122e+07,2.291922778888916969e+07,2.661139035678401947e+10,2.360013013644720840e+10,2.616166503764743042e+10,2.314497560235916901e+10,2.108944777805748954e+07,1.488143253244242072e+07,1.998383637178843096e+07,1.402182581782558933e+07,8.387443644993401133e+06,9.045245767675423995e+06,8.267246159156129695e+06,1.214245902601150051e+07,1.118325791558530927e+07,1.206032739071243070e+07,1.102299460511581041e+07,8.066203086316294968e+06,7.246062762819777243e+06,7.976823336611541919e+06,7.115502611384182237e+06,6.793004073601043783e+06,7.218159427562202327e+06,6.713356777876298875e+06,7.905130000556563027e+06,7.094836493995751254e+06,6.641008282694020309e+06,3.638048959582297126e+00,3.581462555540051884e+00,9.543744698526296875e+12,5.984363507765817871e+11,3.579303770503292181e+00,9.544867517189770937e+08,1.443304376455166936e+08,2.878305201299347878e+09,2.925545278990797043e+09,2.880041192959070206e+09,2.927483462592452049e+09,2.248285789153717924e+06
