# time,fragdummy,T_RO_O4,NO2,T_O0_NO3,T_O2_NO3,T_O1_NO3,T_O3_NO3,Tuni_O1_O,Tuni_O3_O,Tuni_O2_O,Tuni_O4_O,T_O0_OOH,T_O2_OOH,T_O1_OOH,T_O3_OOH,T_O1_2OH,T_O0_2OH,T_O2_2OH,T_O0_O,T_O2_O,T_O1_O,T_O3_O,TO1_TO1,TO1_TO3,TO1_TO2,TO1_TO4,TO3_TO3,TO3_TO2,TO3_TO4,TO2_TO2,TO2_TO4,TO4_TO4,T_RO_O3,T_RO_O2,O3,TOY,T_RO_O1,OH,NO,T_RO2_O2,T_RO2_O4,T_RO2_O3,T_RO2_O5,HO2
2.777777777777777884e-03,1.451198916090188920e+07,1.288670025948037923e+00,4.960337915542773157e+07,9.004318369608452544e+06,7.910964194300563075e+06,8.616428222557689995e+06,7.537207829209654592e+06,1.166950290165323067e+10,1.048874644918777084e+10,1.125395871506918907e+10,1.007346879749679947e+10,2.096544775566564873e+07,1.727677932694628090e+07,1.961901466704991087e+07,1.608183148283414915e+07,1.463559231260784902e+06,1.541437978282535914e+06,1.419308186252888059e+06,2.090338422854243079e+06,1.951412259883869905e+06,2.055250586667347932e+06,1.892410868005318101e+06,1.392962492655774113e+06,1.266568968428641092e+06,1.355246746751066064e+06,1.218195463717768900e+06,1.196943189265066991e+06,1.251300030466607073e+06,1.165175297356144991e+06,1.328619627565297065e+06,1.208382595731714973e+06,1.138848290730979061e+06,1.287599246362429950e+00,1.269563229506353919e+00,8.575474276231763672e+12,2.617975320993250122e+11,1.268554738496256107e+00,8.577787491549218893e+08,1.473277022288959920e+08,1.130501222175843000e+09,1.147473128706306934e+09,1.131399963749006987e+09,1.148427365574965000e+09,2.184102940159777179e+07
3.055555555555556149e-03,1.575694325683072023e+07,1.204686477234305997e+00,5.360166188249654323e+07,9.665429051043631509e+06,8.582086982280239463e+06,9.278045881092898548e+06,8.208878453106528148e+06,1.279027835605471992e+10,1.162649637387361908e+10,1.237559340947891045e+10,1.121214730523187065e+10,2.169531225787049904e+07,1.801769551694276184e+07,2.034943924608885869e+07,1.682335273595592007e+07,1.618489578068037052e+06,1.694173899076333968e+06,1.574364983573965030e+06,2.293830299145159777e+06,2.157986050496555865e+06,2.258898476001428906e+06,2.099153259298918769e+06,1.518579377132077934e+06,1.394088313858187990e+06,1.480959944984203903e+06,1.345818891726014903e+06,1.326393808919097064e+06,1.378917148182904115e+06,1.294731575821828097e+06,1.454429213432630990e+06,1.336103875850572949e+06,1.268510314262578031e+06,1.203726729464694944e+00,1.186505936858164967e+00,8.573248670536180664e+12,2.573457493634260864e+11,1.185629329822246891e+00,8.575343740511687994e+08,1.406638977499802113e+08,1.111104071139239073e+09,1.128063903553558111e+09,1.111925578805761099e+09,1.128963320800543070e+09,1.857133324988374859e+07
3.333333333333333981e-03,1.692168034760534018e+07,1.128024583620645949e+00,5.735537422843962908e+07,1.028604864165060036e+07,9.212238792886406183e+06,9.899109054599549621e+06,8.839518713532503694e+06,1.389182123930270958e+10,1.274495881412910080e+10,1.347792341354454994e+10,1.233147650748006058e+10,2.230608513192930818e+07,1.863784836125114933e+07,2.096064893595258892e+07,1.744398654201430827e+07,1.768190847232762026e+06,1.841715932487887098e+06,1.724182268915913068e+06,2.490412529723442160e+06,2.357587737759029027e+06,2.455621182331171818e+06,2.298909634793845937e+06,1.639922067216794007e+06,1.517294780901492108e+06,1.602389350299630081e+06,1.469120846763388952e+06,1.451492680138912052e+06,1.502211662283299956e+06,1.419927401611295063e+06,1.575945395971196005e+06,1.459493946205988992e+06,1.393803169785460923e+06,1.127177003565396962e+00,1.110795159233594953e+00,8.571061468465807617e+12,2.529708345952495117e+11,1.110028515710022035e+00,8.572973876568868160e+08,1.344077105688914061e+08,1.092035547372975111e+09,1.108906058585450888e+09,1.092789765328895092e+09,1.109739899273879051e+09,1.583492300045792013e+07
3.611111111111110945e-03,1.801311559554807097e+07,1.057879325640211921e+00,6.088214585167224705e+07,1.086911265566802025e+07,9.804354365780338645e+06,1.048256314334994927e+07,9.432066061633611098e+06,1.497445844979058075e+10,1.384440359621583939e+10,1.456128474884359932e+10,1.343172282924554062e+10,2.281860435328494012e+07,1.915832332299879938e+07,2.147351123377332836e+07,1.796484125263937935e+07,1.912826783478351077e+06,1.984236048955159029e+06,1.868923654467120068e+06,2.680312327189737000e+06,2.550435647963717114e+06,2.645647999568167143e+06,2.491898144069200847e+06,1.757135315989576979e+06,1.636327700954996981e+06,1.719681004564674105e+06,1.588240554365193006e+06,1.572373521071348106e+06,1.621324204972282052e+06,1.540896377356888028e+06,1.693315508192236070e+06,1.578693334515389986e+06,1.514860344624262070e+06,1.057132565377040034e+00,1.041572617184264971e+00,8.568911988151188477e+12,2.486714140498037109e+11,1.040898322688585065e+00,8.570671060354139805e+08,1.285297579218959957e+08,1.073292119727005959e+09,1.090031582656455040e+09,1.073987400000154972e+09,1.090801583196147919e+09,1.353857722256498039e+07
3.888888888888889211e-03,1.903739927143818885e+07,9.935331555620278143e-01,6.419820880410482734e+07,1.141731605796810053e+07,1.036114219039360993e+07,1.103111118948695064e+07,9.989235368634765968e+06,1.603851314428001976e+10,1.492512099459733963e+10,1.562600824778611946e+10,1.451318051544923019e+10,2.324984049965531006e+07,1.959631181176958978e+07,2.190501863326682895e+07,1.840312999272720888e+07,2.052561941205960931e+06,2.121903232331735082e+06,2.008754533838767093e+06,2.863753262411812786e+06,2.736749186973385047e+06,2.829204239511600230e+06,2.678339311934413854e+06,1.870359372170917923e+06,1.751324784421235090e+06,1.832976233033373952e+06,1.703316417359238025e+06,1.689171396604923997e+06,1.736393575202960055e+06,1.657774266014826018e+06,1.806681953700026963e+06,1.693841533809279092e+06,1.631818301236994099e+06,9.928737615010014839e-01,9.781035774964752516e-01,8.566799560531865234e+12,2.444461414383124084e+11,9.775073791751451857e-01,8.568429577302908897e+08,1.230029863894118965e+08,1.054869852342707038e+09,1.071452365960893989e+09,1.055513236204475045e+09,1.072163946734246969e+09,1.160633190931978077e+07
4.166666666666666609e-03,2.000000952414448932e+07,9.343600639172916500e-01,6.731849513818274438e+07,1.193313465582372993e+07,1.088509714432808012e+07,1.154723563773421943e+07,1.051352820632057078e+07,1.708430438337227058e+10,1.598740859485030937e+10,1.667241945637079048e+10,1.557615301176412010e+10,2.361365158271750063e+07,1.996586120045071095e+07,2.226904554144195095e+07,1.877291781634601951e+07,2.187558280760583002e+06,2.254881998765609227e+06,2.143837913653486874e+06,3.040953228017339949e+06,2.916744301909320988e+06,3.006509257020013873e+06,2.858450480547599029e+06,1.979730024712359067e+06,1.862420638572297059e+06,1.942411728262929944e+06,1.814483905136557063e+06,1.802019665619038977e+06,1.847555294832922984e+06,1.770695298560729017e+06,1.916182330071016913e+06,1.805074929546508938e+06,1.744812144245282048e+06,9.337755997082658466e-01,9.197576851835008727e-01,8.564723529082004883e+12,2.402936970253594055e+11,9.192279667560817602e-01,8.566244639724586010e+08,1.178025092176108062e+08,1.036764502881276011e+09,1.053172256976138949e+09,1.037361954136948943e+09,1.053831453892640948e+09,9.976137231975140050e+06
4.444444444444443573e-03,2.090584047822207958e+07,8.798167691220378783e-01,7.025674246948836744e+07,1.241884459354187921e+07,1.137851653073927015e+07,1.203321811911326088e+07,1.100724790636782907e+07,1.811214686665587997e+10,1.703156587133649063e+10,1.770083858022406006e+10,1.662094567763595009e+10,2.392138420709047094e+07,2.027847808107919991e+07,2.257695092108976841e+07,1.908572505915030092e+07,2.317973886965581216e+06,2.383331913833241910e+06,2.274332882974187844e+06,3.212123743866120931e+06,3.090631772530775052e+06,3.177775806190073956e+06,3.032443768654028885e+06,2.085378669780829921e+06,1.969746215404486982e+06,2.048119648867050884e+06,1.921874796824183082e+06,1.911048791761159897e+06,1.954941088041536044e+06,1.879790776255775942e+06,2.021949559475775110e+06,1.912526074265206931e+06,1.853974013882994885e+06,8.792965349695687216e-01,8.659919536379488969e-01,8.562683249544958984e+12,2.362127868131514893e+11,8.655191800202640673e-01,8.564112216529099941e+08,1.129054303807495981e+08,1.018971603272197962e+09,1.035191614834365010e+09,1.019528197968526959e+09,1.035804084489966989e+09,8.597179306874493137e+06
4.722222222222222272e-03,2.175927950045971945e+07,8.294313849643170089e-01,7.302559570296312869e+07,1.287654004462365061e+07,1.184351627652152069e+07,1.249115736934652925e+07,1.147251556907691061e+07,1.912235074052856064e+10,1.805789171727172089e+10,1.871158046349739838e+10,1.764786274986890030e+10,2.418235333197779953e+07,2.054361179759369045e+07,2.283805911468444020e+07,1.935101160526115075e+07,2.443962483750762884e+06,2.507407479713744018e+06,2.400394059308961034e+06,3.377469765631473158e+06,3.258616564072404057e+06,3.343209889922142029e+06,3.200525332926041912e+06,2.187432394504717086e+06,2.073428616879279958e+06,2.150227728754803073e+06,2.025616930207093013e+06,2.016385862113968935e+06,2.058678712117156945e+06,1.985188531758364988e+06,2.124112023483646102e+06,2.016323462069872068e+06,1.959432489504392026e+06,8.289663861650735655e-01,8.163364803178423390e-01,8.560678089676017578e+12,2.322021417987507019e+11,8.159127705631551430e-01,8.562028893161168098e+08,1.082906750374684036e+08,1.001486524522925019e+09,1.017509092994248986e+09,1.002006604619961977e+09,1.018079852967319012e+09,7.427737545248011127e+06
5.000000000000000104e-03,2.256427322237912938e+07,7.827927414849266130e-01,7.563670141505375504e+07,1.330814924475405924e+07,1.228204624455186911e+07,1.292298543945764937e+07,1.191128542896712013e+07,2.011522146394932175e+10,1.906668316158813858e+10,1.970495459323091125e+10,1.865720594647703171e+10,2.440422607334636897e+07,2.076904209403984994e+07,2.306004441276191175e+07,1.957656527187243849e+07,2.565673262190124020e+06,2.627258165007152129e+06,2.522171408859227784e+06,3.537189691554487217e+06,3.420897597961259075e+06,3.503010799677987117e+06,3.362895128293899819e+06,2.286014072833136190e+06,2.173591046365964226e+06,2.248859393453658093e+06,2.125834146843919996e+06,2.118154390046738088e+06,2.158891929488958791e+06,2.087012725334024988e+06,2.222793699903483037e+06,2.116591494377354160e+06,2.061312379177377094e+06,7.823754591274564296e-01,7.703826700802628435e-01,8.558707428992727539e+12,2.282605172917702942e+11,7.700014670712768128e-01,8.559991758097310066e+08,1.039388322272156030e+08,9.843045281454074383e+08,1.000122387453552961e+09,9.847918261093380451e+08,1.000655806129299998e+09,6.433468649461957626e+06
5.277777777777777936e-03,2.332438354332792014e+07,7.395411510188902859e-01,7.810079422191824019e+07,1.371544901587951928e+07,1.269590437249062024e+07,1.333048235991163924e+07,1.232535910656096041e+07,2.109105972002286148e+10,2.005823460572798920e+10,2.068126512345219040e+10,1.964927373882432938e+10,2.459332951693570986e+07,2.096119039162690938e+07,2.324923942374382168e+07,1.976881368502473831e+07,2.683250842226567212e+06,2.743028492895083968e+06,2.639810219061347190e+06,3.691475453387430869e+06,3.577667700783086941e+06,3.657371233028314076e+06,3.519746871334603056e+06,2.381242469827047084e+06,2.270352825972333085e+06,2.344133880872018170e+06,2.222646318349639885e+06,2.216474243063881993e+06,2.255700541664401069e+06,2.185383781656542793e+06,2.318114300057702232e+06,2.213450522846031934e+06,2.159734665476012975e+06,7.391652917610596063e-01,7.277735728658167869e-01,8.556770658532262695e+12,2.243866922822450867e+11,7.274293861894640667e-01,8.557998311260889769e+08,9.983201092323908210e+07,9.674208067639442682e+08,9.830285869607405663e+08,9.678785468462985754e+08,9.835284488950011730e+08,5.586029573386874981e+06
